,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2308,1200,Manufacturing,Ke Guihua,57.0,China,Shanghai,Auto parts,Manufacturing,China,,True,U,M,10/13/1965 0:00,,,1965.0,10.0,13.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2309,1200,Healthcare,Ke Yunfeng & family,56.0,China,Guangzhou,Retailing,Healthcare,China,,True,U,M,1/1/1967 0:00,,,1967.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2310,1200,Real Estate,Alexander Klyachin,55.0,Russia,Moscow,Real estate,Real Estate,Russia,,True,R,M,5/18/1967 0:00,,,1967.0,5.0,18.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.31875600000001
2311,1200,Manufacturing,Christine Knauf,,Germany,Berlin,Building materials,Manufacturing,Germany,,False,D,F,,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
2312,1200,Manufacturing,Karl Knauf,,Germany,Iphofen,Building materials,Manufacturing,Germany,,False,D,M,,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
2313,1200,Automotive,Suresh Krishna,86.0,India,Chennai,Auto parts,Automotive,India,,False,U,M,12/24/1936 0:00,,,1936.0,12.0,24.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2314,1200,Media & Entertainment,Guy Laliberté,63.0,Canada,Montreal,Cirque du Soleil,Media & Entertainment,Canada,Cirque du Soleil,True,E,M,1/1/1960 0:00,,,1960.0,1.0,1.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.34677099999999
2315,1200,Technology,Lee Su-jin,45.0,South Korea,,Hospitality,Technology,South Korea,,True,N,M,2/1/1978 0:00,,,1978.0,2.0,1.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757000000004,127.766922
2316,1200,Manufacturing,Li Guoqing,53.0,China,Hangzhou,Petro Fibre,Manufacturing,China,,True,D,M,2/22/1970 0:00,,,1970.0,2.0,22.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2317,1200,Healthcare,Li Li,59.0,China,Shenzhen,Pharmaceuticals,Healthcare,China,,True,D,M,2/9/1964 0:00,,,1964.0,2.0,9.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2318,1200,Healthcare,Li Ruiqiang,43.0,China,Beijing,Medical services,Healthcare,China,,True,D,M,11/1/1979 0:00,,,1979.0,11.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2319,1200,Manufacturing,Zhen Li & family,59.0,China,Hefei,Lithium batteries,Manufacturing,China,,True,D,M,1/23/1964 0:00,,,1964.0,1.0,23.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2320,1200,Manufacturing,Guangwei Liang,59.0,China,Shenzhen,Conglomerate,Manufacturing,China,,True,D,M,9/1/1963 0:00,,,1963.0,9.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2321,1200,Energy,Liu Ming Hui,60.0,Hong Kong,Hong Kong,Natural gas distribution,Energy,China,,True,D,M,1/1/1963 0:00,,,1963.0,1.0,1.0,,,,,,,,,,,
2322,1200,Technology,Frederic Luddy,68.0,United States,San Diego,Software,Technology,United States,ServiceNow,True,D,M,11/24/1954 0:00,California,West,1954.0,11.0,24.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2323,1200,Food & Beverage,"Cargill MacMillan, III.",63.0,United States,Boulder,Cargill,Food & Beverage,United States,,False,D,M,12/21/1959 0:00,Colorado,West,1959.0,12.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2324,1200,Food & Beverage,John MacMillan,73.0,United States,Plymouth,Cargill,Food & Beverage,United States,,False,D,M,9/20/1949 0:00,Minnesota,Midwest,1949.0,9.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2325,1200,Food & Beverage,Martha MacMillan,71.0,United States,Orono,Cargill,Food & Beverage,United States,,False,D,F,10/1/1951 0:00,Minnesota,Midwest,1951.0,10.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2326,1200,Food & Beverage,William MacMillan,68.0,United States,Englewood,Cargill,Food & Beverage,United States,,False,D,M,5/25/1954 0:00,Colorado,West,1954.0,5.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2327,1200,Diversified,Keshub Mahindra,99.0,India,Mumbai,Diversified,Diversified,India,,False,R,M,10/9/1923 0:00,,,1923.0,10.0,9.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2328,1200,Manufacturing,Mao Zhongwu,60.0,China,Changsha,Manufacturing,Manufacturing,China,,True,D,M,8/13/1962 0:00,,,1962.0,8.0,13.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2329,1200,Construction & Engineering,Jorge Mas,60.0,United States,Miami,Construction,Construction & Engineering,United States,,False,U,M,2/28/1963 0:00,Florida,South,1963.0,2.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2330,1200,Diversified,Lorinc Meszaros,57.0,Hungary,Felcsút,Diversified,Diversified,Hungary,,True,E,M,2/25/1966 0:00,,,1966.0,2.0,25.0,121.64,3.3,"$160,967,157,504 ",48.5,100.8,75.8,23.0,37.9,9769949.0,47.162494,19.503304
2331,1200,Technology,Jeffrey Michael & family,66.0,United States,Minnetonka,Data management,Technology,United States,,True,U,M,7/18/1956 0:00,Minnesota,Midwest,1956.0,7.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2332,1200,Healthcare,Alan Miller & family,85.0,United States,Lower Merion,Healthcare services,Healthcare,United States,,True,D,M,8/17/1937 0:00,Pennsylvania,Northeast,1937.0,8.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2333,1200,Automotive,Ulrich Mommert & family,82.0,,,Lighting,Automotive,Austria,,True,E,M,1/11/1941 0:00,,,1941.0,1.0,11.0,,,,,,,,,,,
2334,1200,Diversified,Neide Helena de Moraes,68.0,Brazil,Sao Paulo,Diversified,Diversified,Brazil,,False,D,F,2/15/1955 0:00,,,1955.0,2.0,15.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2335,1200,Finance & Investments,Scott Nuttall,50.0,United States,New York,Private equity,Finance & Investments,United States,,True,U,M,11/25/1972 0:00,New York,Northeast,1972.0,11.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2336,1200,Manufacturing,Kailashchandra Nuwal,65.0,,,Industrial explosives,Manufacturing,India,,False,N,M,7/6/1957 0:00,,,1957.0,7.0,6.0,,,,,,,,,,,
2337,1200,Food & Beverage,Axel Oberwelland & family,56.0,Germany,Berlin,Candy,Food & Beverage,Germany,,False,Split Family Fortune,M,1/1/1967 0:00,,,1967.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
2338,1200,Technology,Jonathan Oringer,48.0,United States,Miami Beach,Stock photos,Technology,United States,,True,D,M,5/2/1974 0:00,Florida,South,1974.0,5.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2339,1200,Food & Beverage,Vitaly Orlov,58.0,Russia,Murmansk,Fisheries,Food & Beverage,Russia,,True,R,M,1/1/1965 0:00,,,1965.0,1.0,1.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.31875600000001
2340,1200,Real Estate,Jose Isaac Peres & family,82.0,Brazil,Rio de Janeiro,Shopping malls,Real Estate,Brazil,,True,U,M,7/18/1940 0:00,,,1940.0,7.0,18.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2341,1200,Media & Entertainment,Markus Persson,43.0,Sweden,Stockholm,Computer games,Media & Entertainment,Sweden,,True,D,M,6/1/1979 0:00,,,1979.0,6.0,1.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
2342,1200,Technology,Mark Pincus,57.0,United States,San Francisco,Online games,Technology,United States,Zynga Inc,True,D,M,2/13/1966 0:00,California,West,1966.0,2.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2343,1200,Diversified,Murdaya Poo,82.0,Indonesia,Jakarta,Diversified,Diversified,Indonesia,,False,E,M,1/12/1941 0:00,,,1941.0,1.0,12.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
2344,1200,Healthcare,Forrest Preston,90.0,United States,Cleveland,Health care,Healthcare,United States,,True,D,M,3/22/1933 0:00,Tennessee,South,1933.0,3.0,22.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2345,1200,Food & Beverage,Qian Ying,57.0,China,Nanyang,Pig breeding,Food & Beverage,China,,True,D,F,1/1/1966 0:00,,,1966.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2346,1200,Manufacturing,Jimmy Rane,76.0,United States,Abbeville,Lumber,Manufacturing,United States,,True,N,M,9/15/1946 0:00,Alabama,South,1946.0,9.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2347,1200,Finance & Investments,Andrei Rappoport,59.0,Switzerland,Lugano,Investments,Finance & Investments,Russia,,True,E,M,6/22/1963 0:00,,,1963.0,6.0,22.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
2348,1200,Food & Beverage,Hugo Ribeiro & family,,Brazil,Rondonopolis,Agribusiness,Food & Beverage,Brazil,,False,Split Family Fortune,M,,,,,,,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2349,1200,Finance & Investments,Bennett Rosenthal,59.0,United States,Los Angeles,Finance,Finance & Investments,United States,,True,N,M,9/24/1963 0:00,California,West,1963.0,9.0,24.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2350,1200,Real Estate,Atul Ruia,52.0,India,Mumbai,Real estate,Real Estate,India,,False,N,M,2/26/1971 0:00,,,1971.0,2.0,26.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2351,1200,Finance & Investments,Thomas Sandell,62.0,United Kingdom,London,Hedge funds,Finance & Investments,Sweden,Sandell Asset Management,True,D,M,2/1/1961 0:00,,,1961.0,2.0,1.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2352,1200,Food & Beverage,Francesco Saputo,,Canada,Montreal,Cheese,Food & Beverage,Canada,,False,N,M,,,,,,,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.34677099999999
2353,1200,Construction & Engineering,Dhruv Sawhney,78.0,United Arab Emirates,Dubai,"Engineering, sugar",Construction & Engineering,India,,False,U,M,6/26/1944 0:00,,,1944.0,6.0,26.0,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818000000004
2354,1200,Finance & Investments,Gerald Schwartz,81.0,Canada,Toronto,Finance,Finance & Investments,Canada,,True,D,M,11/24/1941 0:00,,,1941.0,11.0,24.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.34677099999999
2355,1200,Fashion & Retail,Antonio Luiz Seabra,80.0,United Kingdom,London,Cosmetics,Fashion & Retail,Brazil,,True,D,M,1/1/1943 0:00,,,1943.0,1.0,1.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2356,1200,Technology,Eric Ya Shen,52.0,China,Guangzhou,Online apparel retail,Technology,China,,True,R,M,1/1/1971 0:00,,,1971.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2357,1200,Technology,Sytse 'Sid' Sijbrandij,43.0,United States,San Francisco,Software,Technology,Netherlands,,True,N,M,8/1/1979 0:00,California,West,1979.0,8.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2358,1200,Automotive,Alexander Sixt,43.0,Germany,Munich,Car rentals,Automotive,Germany,,False,D,M,10/24/1979 0:00,,,1979.0,10.0,24.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
2359,1200,Automotive,Konstantin Sixt,40.0,Germany,Munich,Car rentals,Automotive,Germany,,False,D,M,12/2/1982 0:00,,,1982.0,12.0,2.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
2360,1200,Energy,Edwin Soeryadjaya,73.0,Indonesia,Jakarta,"Coal, investments",Energy,Indonesia,,False,D,M,7/17/1949 0:00,,,1949.0,7.0,17.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
2361,1200,Healthcare,Abhay Soi,49.0,India,Mumbai,Healthcare,Healthcare,India,,True,N,M,8/19/1973 0:00,,,1973.0,8.0,19.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2362,1200,Technology,Mike Speiser,52.0,United Kingdom,London,Software,Technology,United States,Sutter Hill Ventures,True,U,M,1/25/1971 0:00,,,1971.0,1.0,25.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2363,1200,Construction & Engineering,Marco Squinzi,51.0,Italy,Milan,Chemical products,Construction & Engineering,Italy,,False,D,M,9/23/1971 0:00,,,1971.0,9.0,23.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
2364,1200,Construction & Engineering,Veronica Squinzi,51.0,Italy,Milan,Chemical products,Construction & Engineering,Italy,,False,D,F,1/1/1972 0:00,,,1972.0,1.0,1.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
2365,1200,Finance & Investments,Michael Steinhardt,82.0,United States,Mount Kisco,Hedge funds,Finance & Investments,United States,,True,E,M,12/7/1940 0:00,New York,Northeast,1940.0,12.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2366,1200,Technology,Ion Stoica,58.0,United States,Berkeley,Data analytics,Technology,Romania,,True,D,M,2/12/1965 0:00,California,West,1965.0,2.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2367,1200,Metals & Mining,Eddy Sugianto,77.0,Indonesia,Jakarta,Coal,Metals & Mining,Indonesia,,True,N,M,2/11/1946 0:00,,,1946.0,2.0,11.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
2368,1200,Manufacturing,Luc Tack,61.0,Belgium,Deinze,"Textile, chemicals",Manufacturing,Belgium,,True,E,M,9/1/1961 0:00,,,1961.0,9.0,1.0,117.11,1.4,"$529,606,710,418 ",79.7,103.9,81.6,24.0,55.4,11484055.0,50.503887,4.469936
2369,1200,Food & Beverage,Tony Tan Caktiong,70.0,Philippines,Manila,Food,Food & Beverage,Philippines,,True,D,M,1/5/1953 0:00,,,1953.0,1.0,5.0,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.77401699999999
2370,1200,Manufacturing,Xiuguo Tang,59.0,China,Changsha,Manufacturing,Manufacturing,China,,True,U,M,8/25/1963 0:00,,,1963.0,8.0,25.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2371,1200,Real Estate,Sam Tarascio,78.0,Australia,Melbourne,Real estate,Real Estate,Australia,,True,E,M,7/22/1944 0:00,,,1944.0,7.0,22.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2372,1200,Finance & Investments,Lina Tombolato,75.0,Italy,Tombolo,Financial services,Finance & Investments,Italy,,False,D,F,7/28/1947 0:00,,,1947.0,7.0,28.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
2373,1200,Manufacturing,Ching Bor Tung,60.0,China,Dongguan,Manufacturing,Manufacturing,China,,True,D,M,1/1/1963 0:00,,,1963.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2374,1200,Media & Entertainment,Joop van den Ende,81.0,Netherlands,Baarn,TV shows,Media & Entertainment,Netherlands,,True,D,M,2/23/1942 0:00,,,1942.0,2.0,23.0,115.91,2.6,"$909,070,395,161 ",85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
2375,1200,Finance & Investments,Ruben Vardanyan & family,54.0,Armenia,Erevan,Investment banking,Finance & Investments,Armenia,,True,R,M,5/25/1968 0:00,,,1968.0,5.0,25.0,129.18,1.4,"$13,672,802,158 ",54.6,92.7,74.9,20.9,22.6,2957731.0,40.069099,45.038189
2376,1200,Fashion & Retail,Sandro Veronesi & family,63.0,Italy,Milan,Fashion,Fashion & Retail,Italy,,True,D,M,10/18/1959 0:00,,,1959.0,10.0,18.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
2377,1200,Real Estate,Thongma Vijitpongpun,65.0,Thailand,Bangkok,Real estate,Real Estate,Thailand,,True,E,M,7/8/1957 0:00,,,1957.0,7.0,8.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
2378,1200,Finance & Investments,Thomas von Koch,57.0,Hong Kong,Hong Kong,Asset management,Finance & Investments,Sweden,,True,D,M,3/24/1966 0:00,,,1966.0,3.0,24.0,,,,,,,,,,,
2379,1200,Healthcare,Wang Fuji,,China,Zhangzhou,Pharmaceuticals,Healthcare,China,,True,D,M,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2380,1200,Manufacturing,Wang Shih-Chung,61.0,Taiwan,Taipei,Pneumatic equipments,Manufacturing,Taiwan,,True,N,M,1/1/1962 0:00,,,1962.0,1.0,1.0,,,,,,,,,,,
2381,1200,Manufacturing,Wang Xiaoshen,54.0,China,Urumchi,Lithium,Manufacturing,China,,True,D,M,10/1/1968 0:00,,,1968.0,10.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2382,1200,Diversified,J. Wayne Weaver,87.0,United States,Jacksonville,Shoes,Diversified,United States,,True,E,M,9/1/1935 0:00,Florida,South,1935.0,9.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2383,1200,Food & Beverage,Drorit Wertheim,67.0,Israel,Bnei Atarot,Coca Cola Israel,Food & Beverage,Israel,,False,D,F,1/1/1956 0:00,,,1956.0,1.0,1.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051000000002,34.851612
2384,1200,Finance & Investments,Cameron Winklevoss,41.0,United States,New York,Cryptocurrency,Finance & Investments,United States,,True,D,M,8/21/1981 0:00,New York,Northeast,1981.0,8.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2385,1200,Finance & Investments,Tyler Winklevoss,41.0,United States,New York,Cryptocurrency,Finance & Investments,United States,,True,D,M,8/21/1981 0:00,New York,Northeast,1981.0,8.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2386,1200,Manufacturing,Wu Chung-yi,67.0,Taiwan,Chang Hwa County,Manufacturing,Manufacturing,Taiwan,,False,E,M,7/1/1955 0:00,,,1955.0,7.0,1.0,,,,,,,,,,,
2387,1200,Finance & Investments,Eugene Wu,77.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,,False,D,M,5/3/1945 0:00,,,1945.0,5.0,3.0,,,,,,,,,,,
2388,1200,Fashion & Retail,Wu Yonghua,52.0,China,Xiamen,Apparel,Fashion & Retail,China,,True,U,M,1/1/1971 0:00,,,1971.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2389,1200,Manufacturing,Xia Xinde,58.0,China,Guangzhou,Batteries,Manufacturing,China,,True,U,M,10/15/1964 0:00,,,1964.0,10.0,15.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2390,1200,Manufacturing,Wenbo Xiang,60.0,China,Changsha,Manufacturing,Manufacturing,China,,True,D,M,6/21/1962 0:00,,,1962.0,6.0,21.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2391,1200,Food & Beverage,Xu Jin,58.0,China,Huaibei city,Wine,Food & Beverage,China,,True,D,M,1/24/1965 0:00,,,1965.0,1.0,24.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2392,1200,Manufacturing,Xu Shijun & family,60.0,China,Nantong,Manufacturing,Manufacturing,China,,True,D,M,3/1/1963 0:00,,,1963.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2393,1200,Service,Wanmao Xu,78.0,China,Ningbo,Education,Service,China,,True,D,M,1/1/1945 0:00,,,1945.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2394,1200,Manufacturing,Xu Yuejuan,61.0,China,Hangzhou,Petro Fibre,Manufacturing,China,,True,D,F,1/24/1962 0:00,,,1962.0,1.0,24.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2395,1200,Healthcare,Vadim Yakunin,60.0,Russia,Moscow,Pharmacy,Healthcare,Russia,,True,R,M,1/5/1963 0:00,,,1963.0,1.0,5.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.31875600000001
2396,1200,Fashion & Retail,Yang Yunyun,46.0,China,Guangzhou,Retail,Fashion & Retail,China,,True,R,F,1/1/1977 0:00,,,1977.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2397,1200,Technology,Matei Zaharia,37.0,United States,Berkeley,Data analytics,Technology,Romania,,True,D,M,4/21/1985 0:00,California,West,1985.0,4.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2398,1200,Diversified,Zan Shengda,60.0,China,Nantong,Diversified,Diversified,China,,True,D,M,4/2/1963 0:00,,,1963.0,4.0,2.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2399,1200,Technology,Zhang Xuezheng,47.0,China,Jiaxing,Telecom,Technology,China,,True,D,M,6/1/1975 0:00,,,1975.0,6.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2400,1200,Manufacturing,Zhang Yin,66.0,China,Dongguan,Paper manufacturing,Manufacturing,China,,True,D,F,2/1/1957 0:00,,,1957.0,2.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2401,1200,Healthcare,Ning Zhao,56.0,China,Shanghai,Pharmaceuticals,Healthcare,United States,,True,Split Family Fortune,F,1/1/1967 0:00,,,1967.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2402,1200,Manufacturing,Zhou Wen & family,58.0,China,Shanghai,Chemicals,Manufacturing,China,,True,U,M,3/6/1965 0:00,,,1965.0,3.0,6.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2403,1200,Construction & Engineering,Zhu Xingliang,63.0,China,Suzhou,Construction,Construction & Engineering,China,,True,D,M,5/1/1959 0:00,,,1959.0,5.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2404,1100,Fashion & Retail,Hari Krishan Agarwal,66.0,India,Delhi,Sports shoes,Fashion & Retail,India,,True,N,M,4/5/1956 0:00,,,1956.0,4.0,5.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
