 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve
136,52,3,3,7,21,11,76
117,50,4,4,4,14,22,402
131,53,4,3,5,16,16,186
137,55,3,3,13,42,8,22
146,49,4,4,7,21,11,67
106,48,4,4,6,17,13,132
91,46,4,5,5,16,17,218
107,49,4,4,5,19,15,140
148,58,3,3,7,24,12,78
104,49,4,4,16,47,7,17
98,41,4,5,6,20,13,105
117,49,4,3,12,42,8,24
95,47,4,5,9,31,9,41
140,46,4,4,4,13,21,400
110,54,4,3,108,90,3,2
123,54,4,3,7,23,10,61
112,46,4,4,6,19,12,95
136,55,3,3,6,21,12,82
133,51,3,4,6,18,12,98
87,56,5,5,101,94,4,2
128,49,3,3,5,15,15,198
118,58,4,3,7,22,10,62
93,43,4,5,5,19,15,144
136,43,3,4,6,18,13,126
100,39,4,6,7,25,12,79
121,51,4,4,6,18,13,124
139,51,4,4,6,18,12,111
124,54,4,3,8,26,9,39
88,49,4,5,5,18,15,144
103,53,4,4,9,30,9,38
97,48,4,4,5,16,15,194
111,42,4,4,5,17,15,176
109,53,4,4,6,21,13,107
129,49,4,4,7,21,11,73
158,49,3,4,6,18,12,107
116,41,4,5,7,25,11,59
90,46,4,4,6,20,11,73
129,54,4,3,4,16,20,301
85,56,5,5,174,84,2,3
118,49,4,4,7,24,10,56
134,48,3,4,5,16,15,181
111,44,4,5,14,42,7,18
134,40,3,5,63,92,4,2
137,58,3,3,7,21,10,61
117,49,4,4,6,17,14,149
122,55,4,3,8,32,10,40
117,58,4,3,5,19,14,136
142,57,3,3,9,33,9,35
115,46,4,4,7,27,11,59
136,49,4,3,6,21,12,83
142,59,3,3,21,55,6,10
145,49,3,4,7,23,12,78
128,54,4,3,5,20,15,135
148,48,3,4,5,15,15,218
118,50,4,4,50,72,4,3
105,48,4,4,5,18,17,194
121,49,4,4,11,39,8,25
144,59,3,3,17,48,7,13
89,52,4,4,6,21,11,72
127,53,4,3,6,18,14,138
126,56,4,3,5,18,15,153
117,56,4,4,7,26,12,71
125,48,4,4,5,15,19,295
119,56,4,3,9,32,9,30
117,49,4,4,6,23,12,76
147,55,4,3,8,29,10,48
117,47,4,4,7,23,11,67
100,49,4,4,5,19,15,147
130,46,4,4,7,23,10,58
134,53,4,3,7,22,12,91
110,53,4,4,5,14,19,321
132,45,4,4,5,16,15,176
117,50,4,3,5,16,16,210
110,55,4,3,7,21,11,68
100,38,4,6,5,19,14,123
89,46,4,5,6,17,13,130
124,52,4,3,12,41,8,23
99,46,4,4,6,24,13,92
131,52,3,4,6,21,13,113
133,57,3,3,6,20,12,85
122,57,4,3,6,19,13,116
99,49,4,4,6,22,14,119
130,54,4,4,8,28,10,48
118,50,4,4,8,29,10,44
132,58,4,3,12,36,8,27
121,53,3,3,7,26,10,50
99,52,4,4,5,16,15,178
104,43,4,5,6,21,13,110
123,55,4,3,5,15,16,218
125,34,3,7,6,17,13,130
144,50,3,3,8,29,10,50
153,50,3,4,119,112,4,2
125,50,3,4,7,22,11,77
130,46,4,4,5,14,18,288
98,44,4,5,5,20,16,155
136,52,4,3,6,20,14,117
123,63,4,3,7,26,11,61
133,57,3,3,7,20,11,74
121,58,4,3,6,19,13,111
122,49,4,4,6,18,12,113
111,48,4,4,7,20,11,83
121,54,4,3,7,29,11,62
140,51,4,3,7,22,11,69
99,40,4,6,5,20,14,114
133,50,4,4,6,19,13,116
112,51,4,4,7,23,12,79
110,52,4,4,5,15,17,245
88,42,4,5,6,19,13,119
124,57,4,3,5,14,18,289
127,52,4,4,6,19,11,88
89,44,4,5,9,32,9,33
149,52,3,4,6,19,13,110
89,49,4,5,6,22,14,112
126,48,3,4,6,18,13,118
101,46,4,4,5,16,19,256
118,56,4,3,6,20,13,113
120,55,4,4,8,22,10,53
88,36,4,8,6,23,12,76
140,53,4,3,12,38,8,25
142,51,3,4,5,16,15,176
126,59,4,3,5,21,15,135
122,48,4,4,5,16,16,215
97,51,4,4,5,18,16,168
94,42,4,5,5,16,15,175
141,49,3,3,4,14,20,353
135,44,4,4,5,17,17,203
100,50,4,4,6,21,13,111
101,45,4,4,8,30,10,48
135,49,3,4,10,39,9,33
75,41,4,7,6,18,13,118
105,46,4,4,6,19,14,132
122,45,4,4,5,16,15,179
118,55,4,3,7,23,10,58
116,58,4,3,6,18,13,117
132,60,3,3,6,21,12,90
104,53,4,3,5,15,17,245
97,41,4,5,6,18,13,126
121,56,3,3,5,16,15,183
125,47,4,4,5,16,15,184
109,58,4,3,4,14,20,338
144,60,3,3,106,109,4,2
128,52,3,3,5,17,14,158
130,57,4,3,6,19,13,109
138,50,3,3,5,16,15,184
114,46,4,4,6,18,13,126
154,55,3,3,7,22,11,76
151,52,3,4,6,19,13,110
94,52,4,4,6,20,13,96
116,50,4,4,6,20,13,106
110,58,4,3,9,31,9,38
129,57,3,3,6,20,12,104
120,49,4,4,5,15,16,213
107,57,4,3,6,18,13,118
129,48,4,4,5,15,16,213
109,52,4,4,6,21,12,85
133,48,4,4,7,24,10,54
142,47,4,4,19,50,7,12
147,54,3,3,12,41,8,24
155,50,3,4,6,18,12,113
108,57,4,3,30,66,6,6
126,59,4,3,11,39,8,26
89,43,4,5,6,17,13,130
109,44,4,4,6,23,13,96
155,51,3,4,6,23,11,70
115,53,4,4,5,16,15,181
97,47,4,4,4,14,21,373
122,54,4,4,5,16,16,206
89,39,4,7,7,24,11,74
92,45,4,5,5,15,16,210
117,51,4,4,6,17,13,128
148,51,3,3,8,24,11,68
92,40,4,6,7,25,11,66
115,49,4,4,11,32,8,29
130,60,3,3,12,39,8,22
152,59,3,3,28,67,6,7
87,38,5,7,5,19,15,163
95,49,4,5,8,26,9,40
103,46,4,4,6,18,12,104
131,44,3,5,6,16,14,154
122,54,4,3,8,29,11,56
138,56,4,3,5,15,18,266
103,41,4,5,5,18,17,203
143,52,3,3,6,21,12,95
146,59,3,3,6,24,12,87
121,52,4,4,7,29,11,58
103,46,4,5,8,27,9,41
162,58,3,4,63,80,4,3
139,50,3,4,6,21,12,94
123,59,4,3,7,26,11,67
106,46,4,4,8,32,11,57
121,50,4,4,9,34,9,39
115,44,4,5,6,19,12,88
110,55,4,3,7,26,12,82
136,57,4,3,11,37,8,24
118,56,4,3,6,22,11,74
122,47,4,4,6,19,14,126
147,59,3,3,7,23,10,56
142,50,4,4,6,24,13,96
143,52,3,4,7,23,12,84
129,48,3,4,7,26,10,54
130,60,4,3,6,20,12,98
133,57,4,3,6,17,13,135
134,55,3,3,7,25,11,61
127,58,4,3,6,18,15,166
122,57,3,3,7,30,10,53
131,53,3,3,8,26,10,56
160,64,3,3,8,29,10,46
118,47,4,4,5,16,14,179
110,53,4,4,7,23,10,60
118,53,4,4,6,17,14,145
160,48,3,4,5,20,14,126
143,42,3,5,5,17,16,184
75,40,4,7,5,16,15,162
127,49,3,3,7,24,11,73
118,54,4,3,5,19,14,123
108,48,4,4,6,22,13,96
134,61,4,3,24,57,6,7
119,51,4,4,5,17,16,187
135,50,3,4,10,34,9,35
107,52,4,4,6,16,14,160
145,52,3,3,5,19,16,180
128,58,4,3,9,29,9,36
125,53,4,3,6,19,13,104
106,36,4,7,5,22,14,126
125,54,3,3,5,14,17,273
124,44,4,4,5,17,17,207
142,51,3,3,7,20,10,67
123,48,4,4,5,16,15,170
134,50,3,3,6,18,13,119
108,60,4,3,6,18,13,115
136,46,4,4,7,21,11,82
132,54,3,3,6,18,13,121
106,55,4,3,6,25,12,87
123,55,4,3,6,20,12,93
93,47,4,4,5,21,14,125
128,60,3,3,7,22,11,74
103,50,4,4,6,21,14,128
138,53,4,3,5,19,16,161
126,55,3,3,4,14,22,393
107,49,4,4,6,22,13,111
102,42,4,5,6,24,13,98
83,40,4,7,7,22,11,67
120,57,4,3,5,16,15,178
137,61,4,3,6,19,14,127
140,53,3,3,7,24,11,75
127,46,4,4,6,20,12,99
132,62,3,3,7,25,12,73
130,51,4,4,6,19,12,97
113,62,4,3,6,23,13,95
118,48,4,4,6,19,13,126
114,54,4,3,4,14,22,386
123,53,4,3,9,27,9,36
127,56,4,3,4,13,24,483
117,54,4,3,5,16,16,213
123,62,4,3,6,20,13,110
136,57,3,3,4,13,25,540
126,48,4,3,7,26,11,59
125,57,4,3,5,17,14,153
132,53,4,3,6,23,13,97
124,58,4,3,4,14,22,360
141,46,4,4,5,15,17,229
120,54,4,3,9,35,10,42
105,51,4,4,5,18,14,146
94,45,4,4,5,17,15,164
105,47,4,4,7,23,11,62
126,49,4,4,6,19,14,134
113,54,4,3,5,15,16,214
140,53,3,3,6,21,12,97
132,48,4,4,5,19,14,146
128,46,4,4,6,20,13,111
106,45,4,5,5,18,15,174
147,53,4,3,6,24,12,80
107,42,4,5,5,14,18,294
87,49,4,5,5,16,15,199
145,52,3,3,6,18,12,101
147,44,3,4,4,13,23,473
98,49,4,4,6,22,13,96
109,42,4,5,7,20,11,77
108,48,4,4,5,16,15,174
96,46,4,4,5,18,17,213
94,49,4,4,5,18,16,175
82,39,5,7,6,23,12,75
124,56,3,3,9,32,9,36
134,54,4,3,9,28,9,35
139,49,3,3,5,18,17,204
95,50,4,4,13,40,7,18
196,60,2,6,24,57,6,10
111,47,4,4,7,23,11,67
122,56,4,3,5,15,16,234
109,53,4,3,6,18,12,106
118,57,4,3,5,17,15,163
125,60,4,3,6,17,15,175
111,64,4,3,5,15,16,224
88,44,4,5,5,16,15,188
135,55,3,3,6,22,13,102
132,46,3,4,7,19,11,88
119,56,4,3,5,16,15,170
114,54,4,4,6,23,13,105
113,54,4,4,7,21,12,92
125,53,4,3,6,18,13,109
127,60,4,3,4,14,20,323
127,60,3,3,8,25,10,58
143,53,3,3,7,24,10,54
131,51,3,3,6,25,12,74
94,38,4,7,6,18,13,111
79,39,4,7,5,16,17,210
142,53,3,3,7,21,11,71
99,50,4,4,5,19,17,193
112,53,4,4,5,17,14,142
175,51,3,4,84,94,4,2
141,54,3,3,5,18,16,168
163,55,3,3,7,21,11,71
122,58,4,3,6,22,12,84
99,44,4,5,6,21,13,110
94,49,4,4,4,14,25,480
110,43,4,4,6,22,12,89
137,51,3,4,9,30,9,36
111,51,4,4,8,28,10,47
61,48,6,11,114,99,4,2
118,58,4,3,7,20,11,79
146,49,3,4,5,16,15,163
146,52,3,4,5,15,16,227
78,42,4,6,5,17,17,193
56,44,6,10,113,110,4,2
90,40,4,6,5,15,18,252
120,58,4,3,6,17,13,122
131,55,3,3,7,28,11,57
146,60,3,3,6,21,13,99
124,46,4,4,5,15,19,303
90,45,4,5,5,16,17,217
137,51,3,3,6,16,14,149
110,50,4,4,6,21,13,101
115,48,4,4,7,26,11,58
109,59,4,3,5,17,17,197
169,63,3,4,83,59,4,3
107,51,4,3,5,14,21,367
114,53,4,4,7,22,10,56
124,48,4,4,5,15,16,209
151,45,4,4,8,30,10,47
107,45,4,5,6,20,13,104
125,58,4,3,5,19,17,200
117,55,4,4,7,27,12,82
111,56,4,3,7,21,11,67
121,43,4,4,5,15,16,212
121,53,4,4,17,49,7,13
104,44,4,4,5,17,16,195
106,51,4,4,6,22,13,107
122,62,4,3,7,28,12,72
113,59,4,3,7,25,11,66
121,51,4,4,23,53,6,8
115,49,4,4,16,44,7,14
112,60,4,3,7,21,11,76
135,49,4,3,5,15,17,239
98,49,4,4,7,25,11,66
115,54,4,3,7,27,11,60
49,51,6,10,66,70,4,3
156,51,3,4,12,39,8,26
56,54,6,9,33,72,6,6
127,51,4,3,7,26,11,62
101,43,4,6,6,20,12,98
113,41,4,5,6,22,14,125
123,50,4,4,6,17,14,143
104,60,4,3,6,17,13,126
141,54,3,3,4,13,21,396
130,61,4,3,7,23,12,81
123,55,4,4,5,21,14,120
132,50,4,3,6,19,12,98
132,52,4,4,5,19,17,194
112,55,4,3,5,18,18,227
118,54,4,4,7,26,11,64
107,53,4,4,6,18,12,113
138,52,3,4,7,25,12,78
156,55,3,3,4,14,21,358
127,48,3,4,5,15,17,234
101,56,4,3,5,21,13,105
119,50,4,4,6,25,13,86
92,41,4,6,6,25,12,79
100,46,4,4,7,25,11,73
122,58,4,4,5,16,15,184
99,52,4,4,6,23,14,108
116,54,4,3,7,27,11,69
109,52,4,3,4,15,20,315
134,48,4,4,5,18,14,136
109,52,4,3,6,21,12,93
131,47,3,4,5,18,14,133
155,45,3,4,7,24,10,59
100,51,4,4,11,39,9,29
116,54,4,3,5,14,18,276
89,35,5,9,5,17,14,150
105,52,4,4,4,14,20,331
123,58,3,3,17,42,6,12
103,52,4,3,7,23,11,62
105,49,4,4,5,19,16,167
139,55,4,3,4,15,21,314
124,54,4,4,4,15,21,333
138,45,4,4,6,24,12,74
125,54,4,3,5,15,18,246
103,45,4,5,12,41,8,24
130,56,3,4,6,20,13,105
142,53,4,4,6,21,14,120
134,55,3,3,6,17,14,142
123,47,4,4,5,19,14,123
128,52,3,4,18,52,7,13
145,59,3,3,7,23,11,71
111,49,4,4,5,15,16,203
141,50,4,4,11,36,8,26
124,49,4,4,6,19,12,92
87,43,4,5,8,31,10,41
143,52,3,3,19,52,6,11
138,53,4,3,9,29,10,48
124,56,4,3,5,14,20,347
138,60,3,3,6,23,11,72
119,48,4,4,6,19,12,100
94,48,4,4,6,19,13,107
124,56,4,3,6,21,12,95
146,54,3,3,7,27,10,51
128,61,4,3,7,22,12,92
129,53,4,3,8,26,10,58
123,58,4,3,7,24,11,68
124,51,4,4,5,19,16,180
115,48,4,4,7,27,10,50
175,57,2,4,48,60,5,5
110,48,4,4,6,26,12,73
126,53,4,3,6,19,13,107
102,36,4,7,7,23,12,81
113,54,4,4,8,28,10,52
126,49,4,3,6,18,13,117
119,54,4,3,16,49,7,15
126,56,4,3,8,26,11,58
131,45,4,5,5,16,17,212
149,47,3,4,5,18,14,134
120,51,4,3,8,28,11,57
102,50,4,4,6,19,13,124
107,53,4,4,6,23,12,90
122,46,4,4,5,19,14,136
135,51,4,3,7,21,11,77
129,56,4,3,9,31,9,35
121,53,4,3,5,16,15,182
157,55,4,3,6,17,13,129
99,54,4,4,5,18,15,141
119,57,4,3,10,34,9,40
132,47,3,4,4,12,26,603
125,56,3,3,8,29,10,48
98,45,4,5,6,21,14,116
111,55,4,4,7,23,12,85
94,49,4,5,5,18,15,158
118,48,4,4,9,33,10,41
139,45,4,4,4,15,19,284
109,36,4,7,6,19,12,96
117,55,4,4,7,22,10,62
117,45,4,4,8,30,10,43
115,50,4,3,5,16,16,208
104,49,4,4,9,28,9,34
133,42,4,5,7,27,11,68
105,43,4,5,6,19,14,124
106,48,4,4,8,32,10,43
117,50,4,4,6,22,12,89
123,50,4,3,5,19,14,129
99,48,4,5,6,17,14,146
112,53,4,4,6,20,12,90
101,48,4,4,5,18,15,169
107,53,4,4,5,17,17,201
112,46,4,5,6,20,12,94
140,59,3,3,6,18,13,118
97,50,4,4,6,19,12,98
105,47,4,4,6,20,12,96
105,48,4,4,6,23,11,70
103,49,4,4,6,23,13,94
120,48,4,4,6,20,12,90
114,55,4,3,6,18,13,119
129,53,4,4,5,19,13,118
94,48,4,4,8,31,10,44
134,47,3,3,9,33,9,40
107,42,4,5,6,21,14,132
117,52,4,3,6,18,14,129
100,39,4,6,5,14,18,311
130,48,3,4,6,21,12,91
123,53,4,4,6,19,13,105
112,52,4,3,5,15,20,330
115,48,4,5,4,15,20,317
119,51,4,3,5,15,15,207
125,49,3,4,9,35,9,36
127,60,3,3,7,29,12,71
124,57,4,3,7,28,11,60
115,54,4,3,8,27,10,57
98,42,4,5,6,17,14,137
97,49,4,4,5,19,14,143
131,47,3,3,25,61,6,8
124,56,4,3,6,17,14,139
121,58,3,3,4,16,20,285
134,50,3,4,4,14,20,369
109,45,4,4,6,18,12,102
102,47,4,4,7,22,11,74
136,46,3,4,5,18,16,173
132,48,3,4,7,23,11,73
104,48,4,4,4,13,23,513
105,48,4,4,5,17,14,141
117,51,4,3,7,21,11,73
85,38,4,7,9,28,8,30
117,54,4,3,6,19,13,117
121,49,4,4,7,24,10,47
117,54,4,4,8,31,10,47
89,40,4,6,9,34,10,43
93,44,4,5,5,16,18,257
119,58,4,3,6,17,13,141
152,51,3,4,20,55,7,11
137,53,3,3,6,22,12,86
114,50,4,4,5,17,16,202
105,45,4,4,5,15,17,239
112,57,4,3,6,18,13,115
122,56,4,3,13,40,8,23
124,45,3,4,5,19,15,146
132,57,4,3,9,33,9,31
106,48,4,4,5,17,16,175
136,54,3,3,8,28,10,54
114,50,4,3,7,25,11,65
105,46,4,4,5,17,14,145
103,47,4,4,6,23,13,100
115,45,4,5,7,21,11,78
108,53,4,4,6,18,12,106
117,54,4,3,6,19,13,115
143,51,4,3,8,25,10,46
102,41,4,5,6,19,13,123
140,52,4,4,6,17,14,145
117,42,4,5,5,19,14,132
103,45,4,4,5,17,18,242
129,55,4,3,6,20,13,108
141,47,4,4,6,17,12,126
106,50,4,5,7,25,11,64
111,55,4,3,5,18,15,145
126,50,4,3,64,84,4,2
89,49,4,4,6,17,14,141
103,49,4,4,5,20,17,180
121,50,4,4,5,15,15,207
125,54,4,3,5,17,15,154
136,54,4,3,7,22,11,68
124,47,4,4,6,20,13,115
156,53,3,3,6,22,14,118
119,57,4,3,8,27,10,48
136,58,3,3,8,29,11,61
88,46,4,5,6,17,14,134
113,48,4,4,16,48,7,15
117,46,4,4,13,40,7,18
101,50,4,4,8,26,10,46
100,54,4,4,10,35,9,30
160,51,3,3,23,57,6,9
125,44,4,4,5,16,16,194
118,62,4,3,5,21,14,128
108,40,4,5,25,58,6,8
119,51,4,4,6,18,13,130
105,44,4,5,7,21,12,83
119,54,4,3,5,17,15,168
124,60,4,3,6,17,13,125
127,52,4,3,6,19,13,107
102,46,4,4,5,19,15,150
132,50,4,4,6,18,14,153
117,44,4,5,5,19,15,158
125,50,4,4,7,24,11,72
98,41,4,6,9,32,9,39
87,43,4,5,6,22,14,122
104,42,4,5,6,18,12,96
123,57,4,3,5,14,17,259
124,56,4,3,9,31,9,34
126,57,4,3,6,21,12,100
157,53,3,4,81,89,4,2
141,52,3,3,7,23,10,56
89,50,4,4,5,17,18,222
130,43,4,4,10,36,9,36
117,50,4,4,8,29,10,44
136,59,3,3,6,19,13,116
136,64,3,3,7,24,12,77
121,49,4,3,7,24,10,52
111,52,4,3,5,13,21,409
133,56,3,3,5,19,14,127
114,54,4,3,5,17,17,212
131,47,4,4,7,23,12,81
103,52,4,4,6,20,14,126
112,56,4,4,6,20,13,105
131,58,3,3,18,52,7,13
128,50,3,3,7,26,11,73
93,51,4,4,8,31,10,48
123,58,4,3,7,22,11,76
142,51,3,3,5,19,14,125
122,54,4,3,8,24,10,60
120,52,4,3,7,21,12,82
133,52,3,3,6,22,13,107
127,50,4,4,8,30,10,45
139,48,4,4,6,17,12,117
146,48,3,4,6,21,11,72
101,50,4,4,6,19,12,93
124,55,3,3,15,46,7,15
144,53,3,3,4,13,26,577
137,56,3,3,6,24,12,73
112,50,4,4,6,18,13,121
84,41,5,7,5,15,18,264
115,54,4,3,5,19,15,152
121,54,4,3,7,29,10,52
96,48,4,5,7,22,11,70
125,44,4,4,10,36,8,27
127,57,3,3,5,17,15,167
102,48,4,5,6,19,13,101
104,53,4,4,6,17,12,116
127,54,4,3,6,17,13,120
111,52,4,3,5,13,21,392
132,56,4,3,5,20,15,147
161,45,3,5,10,32,9,30
110,49,4,4,8,26,11,64
92,54,4,4,7,21,11,72
126,61,4,3,7,27,11,65
100,45,4,5,8,27,11,60
128,50,3,4,6,17,14,140
144,62,3,3,10,36,10,42
110,45,4,4,6,20,13,112
108,58,4,3,6,19,13,110
119,52,4,3,7,21,12,83
97,55,4,4,6,20,13,102
107,48,4,4,5,16,17,230
152,50,3,4,6,20,12,91
107,46,4,5,7,25,11,63
115,55,4,3,5,16,15,188
125,50,4,4,7,22,12,83
141,57,3,3,6,19,14,133
125,46,4,4,8,25,10,44
122,48,4,3,6,22,12,90
115,49,4,3,7,24,11,71
103,49,4,5,5,18,17,194
119,44,4,5,7,24,11,69
104,54,4,4,4,12,31,842
125,50,4,4,5,17,17,220
87,47,4,5,6,22,13,106
119,54,4,3,8,30,10,53
143,48,3,4,5,16,14,179
123,49,4,4,8,26,11,66
130,52,4,3,7,22,12,93
105,55,4,3,7,28,11,63
108,55,4,3,6,21,12,85
126,51,4,3,6,19,13,106
121,58,4,3,7,25,12,73
131,50,4,3,5,18,17,207
117,54,4,3,5,14,19,334
96,42,4,5,6,20,13,108
147,54,3,3,5,21,14,117
159,49,3,3,8,29,10,49
114,51,4,3,5,17,16,181
128,52,4,3,12,41,8,25
132,48,4,4,6,20,11,78
119,38,4,5,6,20,14,137
128,57,4,3,5,18,19,243
151,50,3,3,6,17,14,153
115,54,4,4,6,19,14,139
106,52,4,3,6,22,13,101
133,57,4,3,10,35,9,36
119,54,3,3,8,29,10,44
133,63,3,3,6,17,13,133
92,46,4,5,5,15,15,203
131,56,3,3,6,21,13,110
98,55,4,3,5,23,14,110
139,53,4,3,7,25,12,75
134,55,4,3,6,18,12,100
130,50,4,3,8,28,10,49
91,49,4,4,6,22,13,100
110,44,4,4,11,33,8,26
101,46,4,4,9,34,9,37
107,48,4,4,6,20,13,110
132,63,4,3,6,17,13,136
134,64,3,3,9,30,9,37
118,53,4,3,6,19,13,113
121,47,4,4,5,19,13,109
103,53,4,4,6,18,12,109
74,38,5,9,8,26,10,45
102,48,4,4,7,27,12,71
122,50,4,4,6,16,13,149
106,49,4,4,6,22,14,115
139,49,3,4,7,28,11,60
140,62,3,3,5,18,16,172
119,58,4,3,7,29,11,56
134,48,4,4,7,30,11,57
93,40,4,6,6,19,11,85
128,50,4,4,6,26,12,72
100,46,4,4,6,17,14,152
112,58,4,3,10,33,9,34
106,42,4,5,5,19,15,139
152,57,3,3,8,29,10,46
90,44,4,5,6,17,13,127
125,59,4,3,5,19,14,125
122,55,4,4,7,22,12,92
116,53,4,3,6,22,13,102
145,60,3,3,11,38,8,28
124,55,4,3,5,15,19,287
152,51,3,4,6,23,12,73
141,45,4,4,5,16,15,173
86,42,4,5,5,14,20,362
135,55,3,3,6,23,12,90
100,46,4,5,7,21,10,64
139,49,3,4,4,13,24,496
127,48,4,4,4,14,23,401
135,54,3,3,6,23,12,81
89,45,4,5,7,21,11,67
91,45,4,5,5,16,14,169
83,44,4,5,6,18,13,116
111,41,4,5,7,26,12,74
112,52,4,4,8,26,9,44
132,56,3,3,7,25,11,63
115,57,4,3,6,19,13,123
113,45,4,5,8,30,10,45
147,52,3,3,5,16,18,235
100,41,4,5,5,15,16,217
134,57,3,3,6,18,14,145
114,52,4,4,6,24,12,87
132,57,4,3,4,15,22,357
125,50,4,3,5,19,15,138
95,48,4,5,5,15,18,264
83,42,4,6,6,19,14,136
107,47,4,5,5,16,16,189
92,46,4,4,18,50,7,12
134,44,4,4,6,20,13,111
90,46,4,5,9,32,9,39
127,61,3,3,5,14,19,302
122,51,4,4,6,21,12,89
110,50,4,4,12,38,8,29
115,45,4,4,7,24,11,65
124,52,4,3,10,33,9,36
111,52,4,4,7,21,12,88
135,51,4,3,5,17,19,239
133,56,4,3,7,24,12,80
129,60,4,3,6,17,13,132
118,45,4,4,9,34,9,37
134,57,3,3,35,69,5,5
107,44,4,4,9,35,9,37
135,47,4,4,8,28,10,48
126,49,4,4,6,23,13,88
104,48,4,4,6,19,12,95
133,50,4,4,4,13,25,551
99,47,4,4,8,27,9,40
109,52,4,3,12,36,8,21
114,51,4,3,5,19,14,122
103,43,4,5,6,24,13,103
130,58,3,3,9,33,9,38
93,54,4,4,5,16,15,173
100,40,4,6,6,18,11,90
103,54,4,3,5,20,14,135
129,54,4,3,5,20,14,125
107,48,4,4,6,18,12,107
101,48,4,4,7,23,11,69
123,45,4,4,5,18,14,133
131,53,4,4,5,15,19,288
103,39,4,7,5,15,19,292
101,49,4,4,9,31,9,31
105,56,4,3,5,16,15,178
103,54,4,4,8,33,10,43
117,47,4,4,6,22,14,115
94,41,4,5,4,15,19,265
129,55,4,3,6,18,13,120
146,46,3,4,5,16,16,203
97,43,4,5,6,20,12,101
131,51,4,4,16,47,7,15
136,57,3,3,8,29,10,54
141,57,3,3,17,43,6,11
124,51,4,4,5,15,18,245
154,53,3,4,6,21,12,85
166,61,3,3,167,63,2,5
127,55,4,3,7,25,11,72
117,41,4,5,8,25,9,39
148,54,3,3,5,15,16,220
113,55,4,3,4,14,24,473
139,48,3,4,7,26,11,66
117,54,4,3,9,32,9,40
114,53,4,3,4,14,23,432
140,52,3,4,7,22,11,76
116,51,4,3,5,16,16,199
117,54,3,3,5,16,18,252
146,49,3,4,6,21,12,92
133,54,3,4,7,25,11,64
109,46,4,5,6,20,13,103
119,53,4,4,7,24,12,89
109,51,4,3,5,16,15,188
93,43,4,6,7,27,12,70
112,58,4,3,6,25,12,73
140,45,3,5,7,21,11,70
118,49,4,4,7,26,11,73
148,56,3,3,12,41,8,24
114,51,4,4,6,23,12,81
101,51,4,4,4,12,28,688
137,50,4,4,145,96,3,2
94,41,4,5,5,17,16,186
127,43,4,4,6,24,11,68
119,48,4,4,6,18,12,100
107,51,4,4,7,23,11,74
120,51,4,4,5,17,14,146
117,56,4,3,11,34,9,31
122,49,4,4,6,21,15,138
135,50,4,3,5,15,16,213
129,62,3,3,6,24,11,71
108,55,4,4,5,14,20,365
130,51,3,4,7,22,11,79
107,59,4,3,5,16,16,195
113,44,4,6,7,27,11,60
125,51,4,3,8,28,10,51
118,50,4,3,5,14,17,264
95,39,4,6,6,19,13,108
96,40,4,6,7,21,12,83
130,61,4,3,6,22,12,80
133,47,3,4,6,18,12,100
146,57,3,3,7,25,12,80
116,45,4,4,6,25,12,75
118,39,4,5,5,16,15,169
133,60,4,3,9,29,10,56
104,40,4,6,5,21,14,132
134,50,3,3,9,31,10,42
97,50,4,4,6,21,11,76
136,55,3,3,5,21,14,118
85,43,4,6,7,23,11,62
116,54,4,4,5,18,15,149
125,55,4,3,6,18,13,122
139,50,4,3,6,21,12,94
89,43,4,5,10,36,9,35
129,52,4,4,7,27,12,76
105,54,4,3,5,17,15,169
84,38,4,7,4,15,21,336
142,60,4,3,6,20,12,93
132,51,4,4,6,18,13,113
128,54,3,3,49,84,5,3
128,55,4,3,6,23,14,125
127,51,3,3,7,29,11,54
140,48,3,4,13,44,8,20
116,53,4,4,5,20,13,108
117,50,4,4,9,29,9,40
134,54,3,3,18,46,7,12
125,48,4,4,6,17,13,132
98,41,4,5,5,16,15,190
99,40,4,6,7,25,11,69
139,58,3,3,15,41,7,16
115,46,3,4,5,17,18,226
114,55,4,3,5,17,14,158
89,40,4,6,5,17,17,201
142,46,4,4,5,15,17,222
110,60,4,3,7,27,11,57
107,47,4,4,10,35,9,30
143,59,3,3,13,39,8,21
144,54,3,3,6,21,13,101
110,52,4,4,6,25,12,87
127,45,4,4,7,27,11,59
135,48,4,4,5,19,15,142
126,52,3,3,7,20,11,80
97,38,4,6,7,26,11,65
133,58,4,3,5,18,16,175
106,52,4,4,5,18,16,172
110,50,4,3,5,14,18,283
136,51,3,3,7,26,12,78
150,50,3,3,9,34,9,34
119,56,4,4,6,18,14,134
100,50,4,4,6,17,13,134
112,58,4,3,131,97,3,2
125,52,3,3,7,27,11,63
125,47,4,4,6,19,13,104
124,61,4,3,4,14,22,391
116,54,3,3,5,15,17,265
95,40,4,6,4,14,20,322
97,42,4,5,5,16,15,187
138,44,3,4,8,25,9,45
112,49,4,4,5,16,17,227
136,47,4,4,5,19,14,133
129,60,4,3,6,21,12,89
109,53,4,3,9,32,9,37
137,52,4,4,6,19,12,102
144,49,4,4,5,17,17,213
90,48,4,5,7,24,11,61
